id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
596,North County Branch,North County,VC23153(b),Order to Show Cause - Admits - Revoked- Reinstated,CN316651,VC23153(a),alcohol,2013.0,,2013-03-09 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,365,1825,1825,,,,,,,,
597,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN316817,PC245(a)(1),deadly w,2013.0,,2013-03-13 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Jury Trial,,,,,,,,,,1095,,1095,,,,,,,
598,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Continued,CN316898,VC20001(a),,2013.0,,2012-11-08 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,,,,
599,North County Branch,North County,VC10851(a),Sentencing Hearing  - Probation Granted Formal,CN316937,VC10851(a),,2013.0,,2013-03-15 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
600,North County Branch,North County,PC211,Sentencing Hearing  - State Prison,CN317155,PC211,,2013.0,,2013-03-22 00:00:00.000000,State Prison: 13 Years,Pled Guilty Felony,North County Branch,Felony Other Motion Hearing,,,,,4745,,,4745,,,,,,,,,,,
601,North County Branch,North County,"VC23153(a), alcohol",Misdemeanor Jury Trial - Pled Guilty Misdemeanor - Immediate Sentencing,CN317160,VC23153(a),alcohol,2013.0,,2013-02-16 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Misdemeanor Jury Trial,,,,,,,,,,1825,,1825,,,,,,,
602,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN317368,VC20001(a),,2013.0,,2012-08-25 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
603,North County Branch,North County,"VC23153(a), alcohol",Execution of Custody - Remand to Custody,CN317618,VC23153(a),alcohol,2013.0,,2013-04-06 00:00:00.000000,State Prison: 5 Years: 4 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1947,,,1947,,,,,,,,,,,
604,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN317650,VC20001(a),,2013.0,,2013-02-20 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
605,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN318252,VC23153(a),alcohol,2013.0,,2013-04-21 00:00:00.000000,Local Custody: 5 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,5,,,,5,1825,1825,,,,,,,,
606,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN318429,PC245(a)(1),deadly w,2013.0,,2013-04-21 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,,,,
607,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN318708,VC23153(a),alcohol,2013.0,,2013-05-04 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1825,,1825,,,,,,,
608,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN318731,VC2800.2(a),,2013.0,,2013-05-04 00:00:00.000000,State Prison: 4 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1703,,,1703,,,,,,,,,,,
609,North County Branch,North County,VC21658,Misdemeanor Readiness Hearing - Pled Guilty Infraction - Immediate Sentencing,CN319022,VC20001(a),,2013.0,,2012-11-06 00:00:00.000000,Fine,Pled Guilty Infraction - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
610,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN319233,VC20001(a),,2013.0,,2013-05-18 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
611,North County Branch,North County,PC211 - PC664,Sentencing Hearing  - State Prison,CN319259,PC211,,2013.0,,2013-05-20 00:00:00.000000,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
612,Family Protection,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN319505,VC20001(a),,2013.0,,2013-05-23 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,Family Protection - Child Abuse,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,,,,
613,North County Branch,North County,VC23153(b),Sentencing Hearing  - Continued,CN319647,VC23153(a),alcohol,2013.0,Sentencing Hearing,2013-06-02 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1825,,1825,,,,,,,
614,North County Branch,North County,VC23152(b),Sentencing Hearing  - Probation Granted Formal,CN319674,VC23152(a),,2013.0,,2013-05-31 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
615,North County Branch,North County,VC2800.2(a),Restitution Status Review Hearing - Continued,CN319801,VC2800.2(a),,2013.0,,2013-06-04 00:00:00.000000,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,973,,,973,,,,,,,,,,,
616,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN319908,VC23153(a),alcohol,2013.0,,2013-06-06 00:00:00.000000,Local Custody: 80 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,80,,,,80,1825,,1825,,,,,,,
617,Family Protection,North County,VC20001(b)(2),Further Proceedings - Action Taken,CN320369,VC20001(b)(2),,2013.0,,2013-06-08 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,Family Protection,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,,,,
618,North County Branch,North County,PC245(c),Sentencing Hearing  - State Prison,CN320565,PC245(c),,2013.0,,2013-06-22 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
619,North County Branch,North County,PC136.1(b)(1),Sentencing Hearing  - Probation Denied,CN320635,VC20001(a),,2013.0,,2013-03-28 00:00:00.000000,Local Custody: 365 Days,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,365,,,,365,,,,,,,,,,
620,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN320780,PC245(a)(1),deadly w,2013.0,,2013-06-29 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
621,North County Branch,North County,VC20002(a),Restitution Hearing  - Restitution Set,CN320887,VC20001(a),,2013.0,,2013-06-30 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
622,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN321022,VC23153(a),alcohol,2013.0,,2013-07-07 00:00:00.000000,Local Custody: 29 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,29,,,,29,1095,,1095,,,,,,,
623,North County Branch,North County,VC20001(a),Sentencing after Revocation - Probation Reinstated,CN321102,PC245(a)(1),deadly w,2013.0,,2013-02-24 00:00:00.000000,Local Custody: 268 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,268,,,,268,1095,1095,,,,,,,,
624,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN321413,VC20001(a),,2013.0,,2013-07-17 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
625,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN321886,VC20001(a),,2013.0,,2013-06-26 00:00:00.000000,Local Custody: 9 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,9,,,,9,1095,,1095,,,,,,,
626,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN321982,VC23153(a),alcohol,2013.0,,2013-08-05 00:00:00.000000,State Prison: 3 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,1460,,,1095,365,1825,1825,,,,,,,,
627,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN322268,VC20001(a),,2013.0,,2013-08-10 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10.0,,10.0,
628,North County Branch,North County,"VC23153(a), drugs",Sentencing Hearing  - Probation Granted Summary,CN322283,VC23153(a),drugs,2013.0,,2013-05-26 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,,,,
629,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN322493,VC23153(a),alcohol,2013.0,,2013-08-15 00:00:00.000000,Local Custody: 96 Days - Probation Summary: 5 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,96,,,,96,1825,,1825,,,,5.0,,5.0,
630,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CN322525,VC20001(a),,2013.0,,2013-08-15 00:00:00.000000,Probation Formal: 3 Years - Work Furlough: 180 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,1095,,,,,180.0,180.0,,
631,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN322585,VC20001(a),,2013.0,,2013-08-14 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
632,Family Protection,North County,PC273a(a),Restitution Status Review Hearing - Restitution Set,CN323109,PC273.5(a),,2013.0,,2013-08-31 00:00:00.000000,State Prison: 2 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Domestic Violence,Preliminary Exam,,,,,1095,,,730,365,1825,1825,,,,,,,,
633,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN323352,VC23153(a),alcohol,2013.0,,2013-09-07 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,,,,
634,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN323383,PC245(a)(1),deadly w,2013.0,,2013-06-28 00:00:00.000000,Probation Formal: 3 Years - Work Furlough: 80 Days,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,80.0,80.0,,
635,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN323502,VC20001(a),,2013.0,,2013-05-04 00:00:00.000000,Local Custody: 3 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,3,,,,3,1095,1095,,,,,,,,
636,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN323578,VC20001(a),,2013.0,,2013-09-14 00:00:00.000000,Local Custody: 89 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,89,,,,89,1095,1095,,,,,,,,
637,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN323689,VC23153(a),alcohol,2013.0,,2013-09-14 00:00:00.000000,State Prison: 4 Years: 4 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1582,,,1582,,,,,,,,,,,
638,North County Branch,North County,,Felony Readiness Conference - Continued,CN323705,VC23153(a),alcohol,2013.0,Felony Readiness Conference,2013-06-23 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
639,North County Branch,North County,VC20002(a),Misdemeanor Readiness Hearing - Pled Guilty Misdemeanor,CN324008,VC20001(a),,2013.0,Sentencing Hearing,2013-05-20 00:00:00.000000,,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
640,North County Branch,North County,VC2800.1,Sentencing Hearing  - Probation Granted Summary,CN324176,VC2800.2(a),,2013.0,,2013-09-28 00:00:00.000000,Local Custody: 2 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,2,1095,,1095,,,,,,,
641,North County Branch,North County,"VC23153(a), drugs",Sentencing after Revocation - State Prison,CN324392,VC23153(a),drugs,2013.0,,2013-10-06 00:00:00.000000,State Prison: 3 Years: 8 Months - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1338,,,1338,,1825,1825,,,,,,,,
642,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Continued,CN324609,VC23152(a),,2013.0,Restitution Status Review Hearing,2013-10-12 00:00:00.000000,State Prison: 16 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
643,Family Protection,North County,,Preliminary Exam - Dismissed (IFJ / IOE),CN324666,PC273.5(a),,2013.0,,2013-07-06 00:00:00.000000,,Dismissed (IFJ / IOE),Domestic Violence,Preliminary Exam,,,,,,,,,,,,,,,,,,,
644,North County Branch,North County,,Sentencing Hearing  - Probation Denied,CN325191,VC20001(a),,2013.0,,2013-05-19 00:00:00.000000,,Pled Guilty Misdemeanor,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,,,,,,,,,,
645,North County Branch,North County,VC20001(a),Sentencing Hearing  - Term of Imprisonment in County Jail,CN325210,VC20001(a),,2013.0,,2013-09-28 00:00:00.000000,Prison Served in County Jail: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,730,,,,,,,,,,,,,
646,North County Branch,North County,,Felony Other Motion Hearing - Granted,CN325212,VC20001(a),,2013.0,,2013-08-04 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
647,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN325425,VC23153(a),alcohol,2013.0,,2013-10-02 00:00:00.000000,Probation Summary: 5 Years - Volunteer Work Service: 60 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,2.5,,,2.5
648,North County Branch,North County,"VC23153(a), alcohol",Out-Of-County Transfer - Granted,CN325496,VC23153(a),alcohol,2013.0,,2013-11-07 00:00:00.000000,Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1825,1825,,,,,,,,
649,North County Branch,North County,VC23153(b),Restitution Hearing  - Continued,CN325532,VC23153(a),alcohol,2013.0,,2013-11-09 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
650,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN325677,VC20001(a),,2013.0,,2013-09-22 00:00:00.000000,Local Custody: 1 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1,,,,1,1095,1095,,,,,20.0,,20.0,
651,North County Branch,North County,,Preliminary Exam - Dismissed (IFJ / IOE),CN325969,VC20001(a),,2013.0,,2013-09-02 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Preliminary Exam,,,,,,,,,,,,,,,,,,,
652,North County Branch,North County,"PC245(a)(4), force",Sentencing Hearing  - Probation Granted Summary,CN326011,PC245(a)(1),deadly w,2013.0,,2013-11-22 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 60 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,2.5,,,2.5
653,North County Branch,North County,,Preliminary Exam Readiness - Continued,CN326141,VC20001(a),,2013.0,Preliminary Exam Readiness,2013-11-26 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
654,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN326425,PC245(a)(1),deadly w,2013.0,,2013-04-03 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years - Public Work Service: 30 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,30.0,,30.0,
655,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN326563,VC23153(a),alcohol,2013.0,,2013-12-06 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years - Public Work Service: 15 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,15.0,,15.0,
656,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN326821,VC23153(a),alcohol,2013.0,,2013-04-17 00:00:00.000000,Local Custody: 33 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,33,,,,33,1825,1825,,,,,,,,
657,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN326984,VC20001(a),,2013.0,,2013-08-11 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1095,1095,,,,,,,,
658,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Continued,CN327085,VC20001(a),,2013.0,,2013-06-23 00:00:00.000000,Local Custody: 120 Days - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1095,,1095,,,,,,,
659,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN327601,VC20001(a),,2014.0,,2013-11-08 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
660,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN327732,VC23153(a),alcohol,2014.0,,2014-01-15 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
661,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN327870,VC23153(a),alcohol,2014.0,,2014-01-19 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,,,,
662,North County Branch,North County,VC23152(a),Sentencing Hearing  - Probation Granted Summary,CN328613,VC23153(a),alcohol,2014.0,,2013-10-27 00:00:00.000000,Local Custody: 60 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,60,,,,60,1825,,1825,,,,,,,
663,North County Branch,North County,,Misdemeanor Readiness Hearing - Continued,CN328748,VC20001(a),,2014.0,Misdemeanor Readiness Hearing,2014-02-06 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
664,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN328937,VC23153(a),alcohol,2014.0,,2014-02-17 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
665,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN329729,VC20001(a),,2014.0,,2014-03-08 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
666,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN329987,VC20001(a),,2014.0,,2014-03-08 00:00:00.000000,Local Custody: 2 Days - Probation Summary: 3 Years - Public Work Service: 20 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,2,,,,2,1095,,1095,,,,20.0,,20.0,
667,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN330622,VC20001(a),,2014.0,,2013-12-20 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
668,North County Branch,North County,PC191.5(a),Preliminary Exam Readiness - Pled Guilty Felony,CN330825,PC191.5(a),,2014.0,Sentencing Hearing,2014-03-28 00:00:00.000000,,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
669,North County Branch,North County,,Preliminary Exam Readiness - Continued,CN330837,VC23153(a),combine,2014.0,Preliminary Exam Readiness,2013-10-26 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
670,North County Branch,North County,,Preliminary Exam Readiness - Felony Preliminary Exam Hearing Confirmed,CN330951,VC20001(a),,2014.0,Preliminary Exam,2013-11-03 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
671,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN330958,VC23153(a),alcohol,2014.0,,2014-04-02 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1095,1095,,,,,,,,
672,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN331008,VC20001(a),,2014.0,,2014-04-01 00:00:00.000000,Probation Summary: 1 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,365,,365,,,,,,,
673,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN331473,VC20001(a),,2014.0,,2014-04-21 00:00:00.000000,Local Custody: 90 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,90,,,,90,1095,,1095,,,,,,,
674,North County Branch,North County,,Preliminary Exam Readiness - Continued,CN331535,VC20001(a),,2014.0,Preliminary Exam Readiness,2014-04-19 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
675,North County Branch,North County,VC20001(a),Preliminary Exam Readiness - Pled Guilty Felony,CN331766,VC20001(a),,2014.0,Sentencing Hearing,2013-10-10 00:00:00.000000,,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,,,,,,,,,,
676,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN331910,VC20001(a),,2014.0,,2014-02-15 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
677,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN332144,VC20001(a),,2014.0,Restitution Status Review Hearing,2014-05-09 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,5.0,,5.0,
678,North County Branch,North County,,Felony Arraignment on Complaint - Pled Not Guilty,CN332162,VC23153(a),alcohol,2014.0,Preliminary Exam Readiness,2014-05-12 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
679,North County Branch,North County,,"Felony Arraignment on Complaint - FTA, Bench Warrant",CN332517,VC20001(a),,2014.0,,2014-02-14 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
680,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN332559,VC23153(a),alcohol,2014.0,,2014-05-23 00:00:00.000000,Local Custody: 40 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,40,,,,40,1825,,1825,,,,,,,
681,North County Branch,North County,,Felony Arraignment on Complaint - Pled Not Guilty,CN332577,PC245(c),,2014.0,Preliminary Exam Readiness,2014-05-21 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
682,North County Branch,North County,,Felony Arraignment on Complaint - Pled Not Guilty,CN332678,VC20001(a),,2014.0,Preliminary Exam Readiness,2014-05-26 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
683,South Bay Branch,South County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked,CS225262,VC23153(a),alcohol,2009.0,,2008-12-11 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years - Residential Drug Treatment: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,180,,180,,180,,,,180,1825,1825,,,,,,,,
684,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS225291,VC20001(a),,2009.0,,2008-07-12 00:00:00.000000,Probation Formal: 3 Years - Work Furlough: 120 Days,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,,,,,,1095,1095,,,,,120.0,120.0,,
685,South Bay Branch,South County,VC2800.2(a),Sentencing Hearing  - State Prison,CS225689,VC2800.2(a),,2009.0,,2009-01-10 00:00:00.000000,State Prison: 5 Years: 4 Months,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,1947,,,1947,,,,,,,,,,,
686,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS226047,VC20001(a),,2009.0,,2009-01-24 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 30 Days,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,180,1095,1095,,,,,30.0,,30.0,
687,South Bay Branch,South County,VC23153(b),Further Proceedings - Action Taken,CS226077,VC23153(a),alcohol,2009.0,,2008-12-30 00:00:00.000000,Local Custody: 30 Days - Probation Formal: 5 Years - Work Furlough: 120 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony PC 995 Motion Hearing,,,,,30,,,,30,1825,1825,,,,,120.0,120.0,,
688,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS226114,VC23153(a),alcohol,2009.0,,2009-01-30 00:00:00.000000,State Prison: 4 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1825,,,1460,365,1825,1825,,,,,,,,
